<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.03.26	6660.18	6775.78	6515.76	6727.21	105609	0	3600
2020.03.27	6726.97	6847.37	6570.67	6664.75	91887	0	3600
2020.03.30	5930.08	6490.00	5837.96	6457.86	110194	0	3600
2020.03.31	6466.71	6599.10	6323.59	6462.81	107876	0	3600
2020.04.01	6465.97	6477.69	6139.53	6333.48	91961	0	3600
2020.04.02	6341.71	7223.12	6340.58	6733.55	143220	0	3600
2020.04.03	6720.37	7028.84	6600.99	6689.48	144706	0	3600
2020.04.06	6739.14	7294.72	6710.14	7213.00	75349	0	3600
2020.04.07	7200.35	7437.32	7063.45	7106.40	62352	0	3600
2020.04.08	7094.74	7404.69	7071.80	7304.51	72814	0	3600
2020.04.09	7312.63	7375.94	7110.54	7284.65	52520	0	3600
2020.04.10	7285.00	7303.16	6732.42	6895.03	57779	0	3600
2020.04.13	7083.61	7124.18	6574.00	6802.26	76089	0	3600
2020.04.14	6834.38	6974.00	6755.85	6868.04	57808	0	1484
2020.04.15	6866.85	6933.61	6681.48	6741.13	64831	0	1420
2020.04.16	6741.14	7137.24	6472.42	7051.86	63504	0	1402
2020.04.17	7052.54	7202.04	6994.38	7055.06	60942	0	0
2020.04.20	7149.20	7215.66	6751.00	6860.66	63028	0	1425
2020.04.21	6861.82	6942.39	6765.61	6888.22	61110	0	1423
2020.04.22	6888.33	7158.15	6819.91	7113.36	62126	0	1435
2020.04.23	7113.11	7740.92	7023.24	7531.44	62661	0	1453
2020.04.24	7531.94	7612.01	7390.73	7521.36	63111	0	1491
2020.04.27	7651.07	7794.18	7582.92	7701.73	62726	0	1505
2020.04.28	7701.95	7788.02	7663.36	7729.95	62509	0	1509
2020.04.29	7729.76	8963.15	7712.90	8924.23	62219	0	1513
2020.04.30	8923.70	9463.79	8401.24	8814.32	61897	0	1473
2020.05.01	8816.18	9064.91	8577.31	8699.78	58850	0	1602
2020.05.04	8831.34	8955.61	8526.91	8907.51	60832	0	1603
2020.05.05	8907.17	9110.26	8769.26	8946.52	61392	0	1616
2020.05.06	8946.67	9389.49	8912.90	9240.00	61049	0	1626
2020.05.07	9239.97	9957.53	9025.60	9797.41	61281	0	1651
2020.05.08	9797.01	10067.35	9723.52	9981.90	61783	0	1707
2020.05.11	8734.13	9160.56	8192.37	8631.30	63074	0	1590
2020.05.12	8631.91	8972.43	8464.18	8815.66	62336	0	1635
2020.05.13	8815.64	9331.27	8738.36	9290.17	61131	0	1609
2020.05.14	9290.87	9936.14	9254.86	9649.72	62358	0	1630
2020.05.15	9648.69	9844.45	9132.31	9241.75	69072	0	1600
2020.05.18	9729.09	9931.15	9409.55	9665.73	67282	0	0
2020.05.19	9665.57	9889.89	9457.03	9681.02	62701	0	1683
2020.05.20	9681.67	9828.00	9304.39	9584.33	62883	0	1011
2020.05.21	9583.63	9583.63	8792.42	9048.67	62704	0	826
2020.05.22	9045.93	9258.27	8910.83	9191.59	63429	0	0
2020.05.25	9000.12	9073.48	8632.73	8908.62	63154	0	1490
2020.05.26	8909.10	9004.68	8688.67	8850.06	62544	0	851
2020.05.27	8850.44	9217.48	8796.23	9155.49	61067	0	0
2020.05.28	9156.24	9532.50	9045.70	9436.65	62411	0	870
2020.05.29	9436.61	9615.12	9324.29	9410.51	62121	0	1666
2020.06.01	9487.99	9687.72	9377.53	9672.98	61820	0	981
2020.06.02	9674.74	10375.84	9268.18	9514.01	61804	0	1395
2020.06.03	9513.34	9642.22	9384.09	9571.32	61505	0	501
2020.06.04	9572.35	9875.82	9450.20	9777.70	61547	0	931
2020.06.05	9778.53	9851.86	9595.77	9690.53	62236	0	825
2020.06.08	9716.22	9792.88	9639.86	9699.57	61707	0	1653
2020.06.09	9699.53	9877.87	9571.38	9741.48	61015	0	314
2020.06.10	9729.57	9993.59	9691.85	9861.68	59080	0	825
2020.06.11	9860.96	9964.91	9047.07	9333.54	60027	0	871
2020.06.12	9329.81	9544.68	9219.99	9461.25	59924	0	1282
2020.06.15	9374.26	9480.71	8893.55	9472.20	59987	0	1600
2020.06.16	9474.51	9581.08	9370.89	9482.14	58218	0	825
2020.06.17	9481.23	9550.32	9230.24	9362.76	57591	0	1630
2020.06.18	9334.29	9471.68	9298.36	9330.43	57565	0	251
2020.06.19	9330.13	9417.87	9221.85	9298.62	59003	0	831
2020.06.22	9301.45	9661.10	9262.40	9640.26	66061	0	825
2020.06.23	9642.25	9774.35	9565.35	9618.19	65144	0	1645
2020.06.24	9618.20	9660.18	9186.43	9277.68	64530	0	706
2020.06.25	9277.81	9313.12	8984.42	9265.91	64595	0	825
2020.06.26	9263.32	9323.94	9019.98	9193.34	64289	0	325
2020.06.29	9095.40	9187.19	9003.36	9173.95	65380	0	1597
2020.06.30	9183.77	9227.19	9054.14	9140.19	105853	0	1599
2020.07.01	9132.14	9291.49	9081.18	9230.97	120897	0	1587
2020.07.02	9099.15	9261.65	8930.96	9075.86	121767	0	1583
2020.07.03	9067.56	9142.06	9033.58	9083.01	119258	0	825
2020.07.06	9007.72	9345.61	8909.65	9266.14	122693	0	1200
2020.07.07	9266.16	9375.91	9193.24	9250.12	321651	0	851
2020.07.08	9219.57	9466.91	9181.97	9422.93	325894	0	1083
2020.07.09	9423.02	9464.41	9153.44	9228.49	319631	0	1108
2020.07.10	9224.14	9252.65	9108.86	9222.08	301290	0	1083
2020.07.13	9224.90	9334.01	9186.78	9237.25	283107	0	0
2020.07.14	9237.14	9275.21	9101.49	9266.74	277676	0	1594
2020.07.15	9266.77	9271.62	9142.42	9203.19	277782	0	1555
2020.07.16	9203.32	9222.32	9026.31	9094.33	295853	0	1538
2020.07.17	9094.32	9175.85	9069.10	9148.48	271753	0	825
2020.07.20	9152.27	9215.54	9123.17	9167.39	220869	0	825
2020.07.21	9167.29	9435.44	9143.81	9370.16	274697	0	1553
2020.07.22	9370.15	9392.49	9276.23	9365.68	257212	0	1191
2020.07.23	9364.40	9672.28	9356.76	9582.50	269408	0	0
2020.07.24	9582.80	9628.74	9463.82	9615.65	245742	0	1581
2020.07.27	9870.56	10945.61	9842.31	10882.77	315144	0	800
2020.07.28	10882.36	11405.12	10576.07	10976.29	328336	0	800
2020.07.29	10976.35	11294.37	10846.98	11213.77	337517	0	881
2020.07.30	11211.65	11348.21	10842.54	11147.23	325907	0	860
2020.07.31	11146.24	11452.25	10967.35	11345.89	316908	0	948
2020.08.03	11106.72	11477.22	10928.70	11378.58	322537	0	908
2020.08.04	11378.63	11418.37	11019.62	11213.14	321682	0	898
2020.08.05	11210.30	11726.13	11098.65	11693.25	317089	0	924
2020.08.06	11693.70	11910.45	11544.11	11845.89	227515	0	800
2020.08.07	11827.36	11916.69	11336.16	11565.08	215440	0	806
2020.08.10	11675.47	12075.59	11602.93	11853.43	281302	0	862
2020.08.11	11853.36	11938.55	11127.57	11205.53	239209	0	902
2020.08.12	11190.92	11621.46	11121.71	11561.29	173249	0	849
2020.08.13	11311.85	11657.03	11268.40	11612.92	165031	0	869
2020.08.14	11612.00	11859.17	11601.57	11766.69	159258	0	855
2020.08.17	11843.26	12469.85	11766.55	12316.99	158682	0	800
2020.08.18	12317.31	12416.84	11822.44	12026.40	164279	0	837
2020.08.19	12026.08	12087.59	11567.00	11704.24	168759	0	800
2020.08.20	11660.60	11886.43	11657.30	11854.44	146765	0	907
2020.08.21	11854.38	11889.05	11601.18	11638.57	155462	0	825
2020.08.24	11665.77	11824.55	11585.27	11728.52	75715	0	892
2020.08.25	11529.15	11782.02	11112.70	11258.19	91476	0	800
2020.08.26	11258.17	11535.25	11246.15	11507.45	74225	0	883
2020.08.27	11507.53	11593.32	11118.79	11259.53	96108	0	800
2020.08.28	11260.06	11550.05	11248.12	11487.95	70247	0	800
2020.08.31	11627.92	11773.64	11571.10	11674.86	99277	0	865
2020.09.01	11656.00	12071.37	11523.94	12015.99	111835	0	876
2020.09.02	11956.78	12054.63	11171.02	11368.81	121014	0	800
2020.09.03	11363.36	11473.26	10466.59	10576.35	144361	0	800
2020.09.04	10576.35	10795.08	9889.02	10581.38	150392	0	800
2020.09.07	10233.75	10348.24	9870.28	10172.12	122628	0	817
2020.09.08	10158.50	10442.95	9917.05	10007.87	130462	0	800
2020.09.09	10007.87	10344.80	9834.52	10257.87	95354	0	800
2020.09.10	10257.30	10490.28	10172.85	10294.76	112048	0	800
2020.09.11	10303.60	10381.74	10201.02	10319.26	98367	0	929
2020.09.14	10310.83	10755.35	10249.84	10698.87	110786	0	921
2020.09.15	10698.87	10931.97	10602.98	10861.03	113313	0	800
2020.09.16	10862.99	11095.25	10659.52	10999.09	116377	0	800
2020.09.17	10999.09	11042.45	10739.45	10938.96	107182	0	800
2020.09.18	10950.66	11041.11	10806.79	10889.02	95026	0	880
2020.09.21	10847.16	10993.01	10295.28	10477.98	108712	0	800
2020.09.22	10471.67	10529.45	10354.67	10468.17	96742	0	833
2020.09.23	10468.17	10571.25	10132.69	10218.65	93250	0	800
2020.09.24	10227.97	10715.77	10188.29	10636.74	103029	0	800
2020.09.25	10640.12	10792.10	10552.55	10710.41	100838	0	800
2020.09.28	10719.85	10947.69	10703.54	10865.04	96672	0	800
2020.09.29	10867.87	10884.18	10621.41	10739.72	100920	0	825
2020.09.30	10757.88	10858.32	10653.45	10702.77	89804	0	800
2020.10.01	10708.38	10933.26	10436.05	10601.24	103823	0	800
2020.10.02	10594.83	10659.62	10372.01	10536.38	118415	0	800
2020.10.05	10649.54	10771.97	10617.51	10735.01	71631	0	800
2020.10.06	10720.10	10798.98	10520.31	10544.63	85166	0	812
2020.10.07	10553.13	10677.43	10521.86	10651.46	85346	0	913
2020.10.08	10652.27	10953.78	10529.43	10893.71	75644	0	901
2020.10.09	10890.80	11106.56	10829.68	11035.39	74244	0	832
2020.10.12	11281.08	11593.00	11190.92	11565.44	85818	0	800
2020.10.13	11564.28	11726.21	11308.56	11425.98	98727	0	800
2020.10.14	11419.28	11553.98	11289.56	11387.17	86436	0	800
2020.10.15	11385.77	11616.90	11248.10	11539.39	88425	0	800
2020.10.16	11528.64	11543.97	11200.79	11306.02	96582	0	801
2020.10.19	11438.33	11832.95	11408.78	11718.00	75586	0	800
2020.10.20	11730.87	12051.67	11679.66	11901.21	103824	0	808
2020.10.21	11899.36	12917.84	11879.87	12864.37	127184	0	800
2020.10.22	12816.44	13250.18	12692.65	13122.99	118713	0	800
2020.10.23	13122.28	13204.09	12728.69	12937.96	104269	0	800
2020.10.26	13029.10	13245.09	12778.96	13020.37	99514	0	800
2020.10.27	13021.00	13761.81	12995.84	13611.81	76874	0	800
2020.10.28	13611.80	13862.58	12897.99	13200.05	66694	0	800
2020.10.29	13200.50	13654.47	12981.23	13491.13	48673	0	800
2020.10.30	13491.10	13678.36	13126.67	13655.99	73983	0	800
2020.11.02	13806.39	13842.59	13209.65	13613.71	121667	0	800
2020.11.03	13629.59	13807.56	13286.70	13736.89	127116	0	800
2020.11.04	13738.03	14287.45	13543.04	14016.83	70127	0	800
2020.11.05	14016.83	15336.81	14016.83	15240.46	153770	0	800
2020.11.06	15241.16	15969.31	15205.89	15541.96	160147	0	800
2020.11.09	15365.52	15850.27	14819.68	15382.29	137531	0	800
2020.11.10	15368.31	15478.30	15089.69	15383.15	137948	0	800
2020.11.11	15383.11	15986.54	15282.28	15834.89	144130	0	800
2020.11.12	15833.75	16212.45	15469.78	16161.31	150616	0	800
2020.11.13	16160.97	16487.22	15968.66	16299.92	148356	0	800
2020.11.16	15850.49	16882.88	15784.56	16688.35	139373	0	800
2020.11.17	16743.83	17867.16	16563.04	17644.77	154826	0	800
2020.11.18	17641.21	18486.50	17274.84	17780.74	169711	0	800
2020.11.19	17778.04	18182.22	17342.20	17945.17	166294	0	800
2020.11.20	17963.10	18822.49	17716.71	18575.00	164122	0	800
2020.11.23	18554.37	18773.35	18000.05	18420.88	100154	0	922
2020.11.24	18424.92	19429.40	18044.99	18937.02	100584	0	913
2020.11.25	18937.58	19494.69	18628.58	18870.52	87717	0	862
2020.11.26	18870.52	18920.20	16198.74	17048.28	111491	0	800
2020.11.27	17047.91	17449.92	16436.26	17009.63	101658	0	989
2020.11.30	18236.53	19830.95	18069.10	19378.41	84491	0	989
2020.12.01	19375.91	19886.71	18103.78	19047.61	89325	0	999
2020.12.02	19046.71	19323.78	18334.98	19147.08	95349	0	998
2020.12.03	19144.90	19600.58	18878.53	19441.09	61643	0	921
2020.12.04	19439.32	19532.17	18684.64	18811.29	79390	0	1000
2020.12.07	19240.47	19409.33	18899.46	19076.12	76203	0	944
2020.12.08	19074.36	19277.40	18610.11	18762.84	73733	0	923
2020.12.09	18762.32	18810.66	17633.32	18510.76	103239	0	950
2020.12.10	18510.74	18631.81	17900.65	18345.00	94448	0	985
2020.12.11	18345.00	18387.37	17564.40	18110.74	105385	0	998
2020.12.14	19170.97	19321.13	18973.52	19191.27	94770	0	996
2020.12.15	19191.27	19549.07	19038.26	19419.77	71322	0	883
2020.12.16	19419.76	21276.51	19282.10	21201.18	78561	0	963
2020.12.17	21201.31	23719.90	21201.31	22763.48	105912	0	800
2020.12.18	22763.48	23265.60	22352.84	22929.61	92476	0	980
2020.12.21	23415.16	24099.30	21904.23	23133.78	104914	0	800
2020.12.22	23128.73	23596.58	22366.09	23431.50	104732	0	1000
2020.12.23	23430.72	24073.67	22735.06	23291.88	105395	0	1000
2020.12.24	23291.27	23531.11	22607.54	23430.74	96721	0	975
2020.12.28	26363.06	27421.91	26072.00	26589.57	95710	0	992
2020.12.29	26589.09	27175.54	25845.03	26882.89	93236	0	800
2020.12.30	26918.94	28974.78	26885.10	28886.33	88359	0	800
2020.12.31	28886.33	29275.09	27988.00	29040.71	89925	0	800
2021.01.04	33426.79	33650.05	28173.35	31035.45	118553	0	800
2021.01.05	31041.72	34251.05	29939.47	33798.97	102135	0	800
2021.01.06	33798.98	36492.31	33387.40	35886.95	101982	0	800
2021.01.07	35898.25	40364.00	35766.99	39651.99	100627	0	0
2021.01.08	39651.99	41937.26	36556.96	39651.95	111341	0	1600
2021.01.11	37863.59	38988.92	30283.30	33955.69	118889	0	1652
2021.01.12	33959.47	36594.80	32511.43	34699.95	111619	0	1645
2021.01.13	34699.95	37401.15	32342.39	37263.30	117385	0	1727
2021.01.14	37262.34	40126.25	36714.11	38708.70	182884	0	800
2021.01.15	38708.79	39694.38	34371.33	36149.34	191651	0	1277
2021.01.18	36622.66	37451.62	34760.43	36223.35	185869	0	1568
2021.01.19	36223.35	37858.43	36046.76	36442.16	189576	0	1526
2021.01.20	36443.16	36780.75	33359.77	34902.96	193106	0	4750
2021.01.21	34902.56	35658.84	30952.53	31172.28	193838	0	4451
2021.01.22	31175.57	33803.90	28787.36	33248.20	186865	0	3295
2021.01.25	31838.21	34863.66	31667.57	32701.57	195849	0	4604
2021.01.26	32611.08	32826.55	30814.97	32002.07	199033	0	4513
2021.01.27	31998.20	32937.28	29212.33	30986.57	198553	0	1509
2021.01.28	30992.44	33347.78	29881.25	33237.53	199307	0	1377
2021.01.29	33238.08	38636.65	31970.37	34514.60	187787	0	800
2021.02.01	32712.37	34710.16	32332.98	33651.37	186206	0	0
2021.02.02	33652.55	36008.43	33418.52	35664.93	193145	0	1481
2021.02.03	35665.29	37454.25	35375.64	37282.74	191451	0	800
2021.02.04	37282.59	38746.25	36168.88	37680.08	192295	0	905
2021.02.05	37680.06	38350.73	36596.33	37838.42	190286	0	1653
2021.02.06	40314.88	40495.71	39615.46	40080.32	29493	0	1725
2021.02.07	40079.49	40516.85	37390.55	38579.72	183272	0	1127
2021.02.08	38544.30	44841.73	38043.67	44707.85	184098	0	800
2021.02.09	44701.62	48232.35	44285.23	47325.82	195165	0	1633
2021.02.10	47327.77	47364.75	43739.08	45018.61	184446	0	1285
2021.02.11	45018.66	48690.24	44006.60	46918.84	180373	0	800
2021.02.12	46919.39	49080.71	46221.98	47912.62	183353	0	1360
2021.02.13	46899.14	47442.77	46699.66	47177.03	30250	0	1608
2021.02.14	47175.83	49752.74	46909.89	48861.69	178807	0	868
2021.02.15	48770.95	49344.87	45831.28	48195.57	174115	0	1181
2021.02.16	48198.05	50633.90	47038.99	48558.01	185172	0	800
2021.02.17	48557.84	52644.06	48504.52	52400.95	182453	0	1464
2021.02.18	52401.60	52566.02	50839.50	52025.34	169979	0	1281
2021.02.19	52025.79	56443.74	50751.14	55498.68	170924	0	1042
2021.02.20	57022.05	57302.37	56281.74	56511.70	28983	0	1800
2021.02.21	56517.67	58337.27	54024.28	57343.51	173659	0	800
2021.02.22	57342.81	57658.36	47860.35	54951.37	184147	0	800
2021.02.23	54949.70	55027.35	44991.60	47939.64	182968	0	0
2021.02.24	47934.75	51404.63	46966.18	48698.35	150817	0	800
2021.02.25	48740.33	52069.43	48020.00	48020.00	161450	0	1850
2021.02.26	48045.72	48819.59	44106.12	45945.86	164561	0	1850
2021.02.27	46031.41	48344.63	45677.80	46824.38	127287	0	2025
2021.02.28	46850.36	46863.01	42954.25	45237.50	138703	0	1850
2021.03.01	45165.90	49551.77	44860.42	48859.42	156485	0	1850
2021.03.02	48846.66	50249.75	47013.32	47427.52	143681	0	1850
2021.03.03	47426.16	52626.61	47338.20	50937.72	128343	0	1850
2021.03.04	50946.35	51792.39	47424.81	47925.25	136276	0	1850
2021.03.05	47921.74	49462.13	46249.15	49109.00	126581	0	1850
2021.03.06	49021.24	49160.00	47050.27	48568.33	111380	0	1850
2021.03.07	48587.00	51348.50	48468.26	50085.62	112965	0	1850
2021.03.08	50034.60	52004.51	49294.57	51838.31	127151	0	1850
2021.03.09	51863.87	54812.01	51359.07	54292.26	131387	0	1850
2021.03.10	54311.50	57406.91	52943.45	56920.00	120920	0	1850
2021.03.11	56921.55	57944.45	54252.53	57494.48	117027	0	1850
2021.03.12	57574.57	58141.75	55011.09	56828.75	128224	0	1850
2021.03.13	57147.44	61770.25	56071.34	61590.50	107342	0	1850
2021.03.14	61588.00	61686.27	59272.63	60254.11	115206	0	1850
2021.03.15	60253.75	60748.25	54545.75	56426.61	136392	0	1850
2021.03.16	56354.30	56969.25	53178.28	56375.65	131676	0	1850
2021.03.17	56327.20	58305.16	54105.05	57695.22	133297	0	1850
2021.03.18	57697.00	60085.09	56936.12	57475.08	121432	0	1850
2021.03.19	57451.80	59461.05	56249.68	58246.75	121414	0	1850
2021.03.20	58619.39	59828.20	57803.42	58540.25	113358	0	1850
2021.03.21	58530.51	58836.84	55448.93	57802.50	120813	0	1850
2021.03.22	57804.34	58435.48	54149.07	54525.65	128789	0	1850
2021.03.23	54501.60	55858.24	52945.88	54429.95	146404	0	1850
2021.03.24	54392.90	57202.75	53181.69	53986.63	146937	0	1850
2021.03.25	53996.90	54216.63	50383.86	51978.75	151624	0	1850
2021.03.26	51936.90	54286.99	51218.17	54104.17	114932	0	65
2021.03.27	54473.61	56247.01	54084.73	55843.84	82212	0	0
2021.03.28	55890.57	56593.05	54665.93	54835.68	74831	0	50
2021.03.29	54766.80	58378.86	54766.80	57252.46	64106	0	50
2021.03.30	57218.22	59413.56	57010.13	58648.50	65147	0	3
2021.03.31	58660.70	59814.28	56804.80	58872.33	73009	0	66
2021.04.01	58949.51	59498.79	57885.86	58818.31	83045	0	3
2021.04.02	58848.27	60088.34	58430.46	58684.27	79350	0	20
2021.04.03	58709.89	59798.50	57741.61	58047.03	79374	0	30
2021.04.04	58059.04	58506.56	56466.97	58051.79	94329	0	1
2021.04.05	58047.70	59258.62	56806.80	58759.89	82224	0	12
2021.04.06	58798.31	59467.74	57312.30	58213.24	86942	0	18
2021.04.07	58239.45	58642.00	55440.46	56184.90	89884	0	151
2021.04.08	56193.40	58149.93	55688.16	57656.49	78488	0	4
2021.04.09	57675.57	58892.80	57444.34	58293.82	70440	0	49
2021.04.10	58318.10	61106.88	57837.92	58514.26	62368	0	25
2021.04.11	58507.26	60683.20	58421.58	59676.93	69685	0	2
2021.04.12	59594.60	61210.25	59387.25	59962.99	70107	0	100
2021.04.13	59967.34	63743.66	59721.10	63194.34	89616	0	24
2021.04.14	63195.84	64887.37	61267.00	62365.02	124203	0	4
2021.04.15	62399.00	63648.68	62028.86	63397.99	104625	0	22
2021.04.16	63401.44	63840.53	60015.99	61983.65	115148	0	24
2021.04.17	61804.86	62570.82	59628.66	60837.50	99943	0	120
2021.04.18	60831.53	60972.26	50833.89	56237.23	111228	0	8013
2021.04.19	56116.00	57618.81	54296.25	56197.00	108550	0	500
2021.04.20	56202.31	57086.88	53400.39	56743.70	114185	0	500
2021.04.21	56762.76	57097.14	54309.43	54983.25	105711	0	500
2021.04.22	54982.08	55468.21	51422.41	51558.27	123718	0	500
2021.04.23	51597.73	52210.99	47315.86	50537.50	135293	0	500
2021.04.24	50364.98	51242.50	48968.62	50987.91	108880	0	500
2021.04.25	50964.42	51045.12	47941.94	48101.26	108831	0	1025
2021.04.26	48123.10	54395.24	47005.28	53254.40	129631	0	500
2021.04.27	53244.98	55388.50	52620.22	55190.24	113585	0	500
2021.04.28	55088.20	56459.59	53856.75	54442.32	119915	0	500
2021.04.29	54341.60	55234.99	52381.79	52994.12	124950	0	500
2021.04.30	52834.90	57406.05	52818.25	56803.49	116533	0	500
2021.05.01	56976.10	58533.26	56877.95	57719.94	61659	0	500
2021.05.02	57717.00	58010.88	56003.07	57041.44	75856	0	1100
2021.05.03	56960.00	58984.01	56252.00	56773.43	101956	0	1100
2021.05.04	56912.00	57521.80	53239.22	54718.79	133036	0	1024
2021.05.05	54716.80	57952.74	52907.24	56843.03	132582	0	1042
2021.05.06	56870.05	58386.75	55238.90	55918.31	115333	0	1200
2021.05.07	55939.28	58731.00	55272.25	57618.48	123004	0	1192
2021.05.08	57397.28	59561.45	56776.36	58995.04	101273	0	1025
2021.05.09	59010.80	59223.35	56228.34	57893.37	94782	0	1003
2021.05.10	57950.29	59623.60	53485.53	55252.56	124633	0	1023
2021.05.11	55294.87	56942.99	54472.24	56873.06	127375	0	1200
2021.05.12	56892.49	58034.49	53539.24	54438.19	116098	0	1200
2021.05.13	54480.18	54808.76	45417.85	49263.60	141530	0	1174
2021.05.14	49300.25	51577.75	48413.75	49164.95	123416	0	1200
2021.05.15	49736.87	50722.33	46928.50	48235.75	150951	0	500
2021.05.16	48235.76	49814.13	43840.54	44056.92	184097	0	500
2021.05.17	44062.70	46640.28	42081.14	44782.97	150317	0	941
2021.05.18	44777.34	45825.25	42391.24	43264.08	147351	0	1200
2021.05.19	43295.08	43587.99	28686.10	38248.92	160270	0	1200
2021.05.20	38250.46	42530.00	34893.91	40047.95	160579	0	500
2021.05.21	40072.12	42294.90	35155.00	35177.36	150960	0	1200
2021.05.22	36635.24	38870.30	35220.40	38067.44	127103	0	500
2021.05.23	38069.09	38384.47	31106.00	33683.61	148462	0	500
2021.05.24	33685.97	39920.37	33634.88	38981.22	162297	0	1200
2021.05.25	39007.78	39843.75	36470.34	37630.50	151817	0	500
2021.05.26	37626.20	40904.76	37438.50	38756.50	129664	0	1200
2021.05.27	38766.55	40418.26	37172.01	38469.75	122901	0	1200
2021.05.28	38485.10	39173.04	35108.50	35207.01	140161	0	867
2021.05.29	34982.58	37322.74	33622.03	34223.66	119466	0	878
2021.05.30	34259.82	36504.43	33385.71	36045.89	117549	0	1116
2021.05.31	36062.45	37472.50	34162.00	36677.25	129250	0	1200
2021.06.01	36687.85	37895.76	35665.28	36315.50	126168	0	1200
2021.06.02	36234.33	38236.79	35906.00	37730.25	99687	0	2352
2021.06.03	37727.82	39479.26	37177.51	38692.25	99814	0	1500
2021.06.04	38695.85	39277.01	35551.83	37018.01	109012	0	1500
2021.06.05	37233.69	37923.26	35521.43	35832.51	80945	0	1001
2021.06.06	35834.72	36475.56	34802.74	35976.25	86155	0	1001
2021.06.07	35967.60	36809.24	33995.97	34416.14	95860	0	1500
2021.06.08	34430.88	34629.95	30993.17	33619.74	127723	0	2351
